transaction_id,address_id,matched_address,confidence,match_type,reason
none-woodpoint-road-unit-1-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-south-5th-street-unit-2-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-181-jackson-street-unit-ph-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-149-conselyea-street-unit-4a-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-719-grand-street-none-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-171-north-1st-street-unit-5b-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-323-south-5th-street-unit-4-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-234-powers-street-none-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-360-south-3rd-street-none-brooklyn-ny-11211,1AE748E7FDAB7A35BB6EC45076F0E2F9B382EE5342E30D6C0A4D70F17F45FA8D8135AF9DF8D8A5F224787E6FB00FA1EA,360 S 3RD ST,1.0,api,api match
none-329-grand-street-none-brooklyn-ny-11211,40B7BE672D0ACAC14DEF59CDBFC5FE488FF77332083C2671B385583C3343CDA2E04C3DA970164D867A6EEEAB9467D668,329 GRAND ST,80.0,fuzzy,fuzzy match
none-80-roebling-street-unit-1-brooklyn-ny-11211,F83BD13678B1D450812F08E58740795A1580821AD642563BAEA4271B18EB7DF85D98C608E5C983C90DB9D016870229CA,80 ROEBLING ST APT 1,1.0,api,api match
none-237-devoe-street-unit-1r-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-296-manhattan-avenue-none-brooklyn-ny-11211,AF50C2F31EE4111FDB283EAC745A26D1B450FF19C1C3AAA7855A73EFA7753A8BAA93EB86E87C6A0A50C35BFCBFC4E0D3,296 MANHATTAN AVE,89.66,fuzzy,fuzzy match
none-1-powers-street-unit-602-brooklyn-ny-11211,25A5DAE420A7CCEB9F845289BB63D03F52E3DC5FA3061432522CB6A016A9EBF60E5DAA7FA11FA230E0C1C0F7BF72AD85,1 POWERS ST APT 602,1.0,api,api match
none-392-graham-avenue-unit-3b-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-108-jackson-street-unit-1a-brooklyn-ny-11211,9897549B28C33BC8FA4BD71B6A67CF7037EFFDEF893159117759CC4867E920F5739545D520E5C1BBAA88428FFD65DDD9,108 JACKSON ST APT 1A,1.0,api,api match
none-50-bayard-street-unit-3n-brooklyn-ny-11211,9223736033827F2474D884CA99E802F55916DE48560D5433A660BE087EA9900EB03E4AB8892ACD739E1613365DCFD8E4,50 BAYARD ST PH 3,1.0,api,api match
none-532-lorimer-street-unit-1b-williamsburg-ny-11211,,,0.0,unmatched,api returned but no match
none-207-north-8th-street-unit-ph-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-183-south-2nd-street-none-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-40-skillman-avenue-unit-3b-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-108-withers-street-none-brooklyn-ny-11211,0852B29349FD072F25D4F3B8CECCA6C852177A77BEC88567A8B94EAE07650DF8A62E847B28AA5E3F8ACA6118F290431D,108 WITHERS ST,83.33,fuzzy,fuzzy match
none-390-broadway-none-williamsburg-ny-11211,,,0.0,unmatched,api returned but no match
none-18-orient-avenue-none-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-south-8th-street-unit-1a-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-446-humboldt-street-none-brooklyn-ny-11211-0,0E92B5A39C9A09D7FDF2E1722CABD11A1D22A005F48E54EF7ACD10EB876AF6CFE302A12A9C3C088293EE95AD8B699AF0,446 HUMBOLDT ST,84.62,fuzzy,fuzzy match
none-1-powers-street-unit-602-brooklyn-ny-11211-0,25A5DAE420A7CCEB9F845289BB63D03F52E3DC5FA3061432522CB6A016A9EBF60E5DAA7FA11FA230E0C1C0F7BF72AD85,1 POWERS ST APT 602,1.0,api,api match
none-150-north-5th-street-unit-1h-brooklyn-ny-11211,F40601FE0625249FFF07E0B9F3B5FA51F585317CDAD723704B5178E22DB74F3DFDE3F0CCA2856C50017FE1E8089A797D,150 N 5TH ST APT 1H,1.0,api,api match
none-128-woodpoint-road-unit-2-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-108-withers-street-none-brooklyn-ny-11211-0,0852B29349FD072F25D4F3B8CECCA6C852177A77BEC88567A8B94EAE07650DF8A62E847B28AA5E3F8ACA6118F290431D,108 WITHERS ST,83.33,fuzzy,fuzzy match
none-323-south-5th-street-unit-4-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-139-skillman-avenue-unit-7a-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-145-conselyea-street-none-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-30-devoe-street-unit-2b-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-726-metropolitan-avenue-unit-6-williamsburg-ny-11211-0,,,0.0,unmatched,api returned but no match
none-union-avenue-unit-206-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-skillman-avenue-unit-1-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-207-north-8th-street-unit-ph-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-150-north-5th-street-unit-1h-brooklyn-ny-11211-0,F40601FE0625249FFF07E0B9F3B5FA51F585317CDAD723704B5178E22DB74F3DFDE3F0CCA2856C50017FE1E8089A797D,150 N 5TH ST APT 1H,1.0,api,api match
none-308-north-7th-street-unit-phb-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-25-conselyea-street-unit-2-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-38-devoe-street-none-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-234-powers-street-unit-6-williamsburg-ny-11211,,,0.0,unmatched,api returned but no match
none-311-leonard-street-none-brooklyn-ny-11211,E967558E8FA7C31ED4821B957108A0E94C515D6DEA27817FA6CDFA1DC057F98B244353C3688A8B11E07922F25BF95853,311 LEONARD ST,83.33,fuzzy,fuzzy match
none-76-richardson-street-unit-7-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-739-grand-street-none-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-38-skillman-avenue-unit-1-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-250-manhattan-avenue-unit-2r-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-230-south-2nd-street-none-williamsburg-ny-11211,DA0A41AB918EB95B43E3E592F8A3DCB6C4FBD4BD8058000EE2100805379F52903FB43B110796067D51ACAB3D156B295A,230 S 2ND ST,1.0,api,api match
none-156-devoe-street-unit-1f-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-170-south-1st-street-unit-2b-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-296-manhattan-avenue-none-brooklyn-ny-11211-0,AF50C2F31EE4111FDB283EAC745A26D1B450FF19C1C3AAA7855A73EFA7753A8BAA93EB86E87C6A0A50C35BFCBFC4E0D3,296 MANHATTAN AVE,89.66,fuzzy,fuzzy match
none-174-north-6th-street-unit-town-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-229-withers-street-unit-2d-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-229-withers-street-unit-2b-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-128-woodpoint-road-unit-1-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-30-devoe-street-unit-2b-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-jackson-street-unit-ph-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-240-powers-street-unit-6-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-40-skillman-avenue-unit-3b-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-526-union-avenue-unit-206-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-550-metropolitan-avenue-unit-comm-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-woodpoint-road-unit-5-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-skillman-avenue-unit-2-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-710-metropolitan-avenue-unit-5h-brooklyn-ny-11211,F843EF3E1D531B64CDF12F7BA4F528E2368BE1668A8C8F85D12BF8B3E7DA00A4D4CD0E7DA5FFD790F62D66D567B0844C,710 METROPOLITAN AVE APT 5H,77.42,phonetic,phonetic match
none-250-manhattan-avenue-unit-2r-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-171-north-1st-street-unit-4k-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-38-skillman-avenue-unit-1-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-woodpoint-road-unit-1-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-96-woodpoint-road-unit-2c-brooklyn-ny-11211-0,BE75AF28D78C6CB11BC26CC61EA78D64E09B32209214E07AA361D01D4D1BE5A0333321350030191943DA9F9E65D86A71,96 WOODPOINT RD APT 2C,78.26,phonetic,phonetic match
none-390-broadway-none-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-72-richardson-street-unit-19-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-390-broadway-none-williamsburg-ny-11211-0,,,0.0,unmatched,api returned but no match
none-135-jackson-street-unit-1b-brooklyn-ny-11211-0,4EAD8CA67A54AD1C20B344160CA71474D4B532781A7A17245ACE32A025A7010EE446A9BF60CA06898B96766BE253A9B3,135 JACKSON ST APT 1B,1.0,api,api match
none-bayard-street-unit-3g-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-north-11th-street-unit-5r-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-manhattan-avenue-none-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-684-lorimer-street-none-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-manhattan-avenue-unit-3f-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-25-conselyea-street-unit-1-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-bushwick-avenue-unit-7b-brooklyn-ny-11211-0,,,0.0,unmatched,api returned but no match
none-550-metropolitan-avenue-unit-comm-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-446-humboldt-street-none-brooklyn-ny-11211,0E92B5A39C9A09D7FDF2E1722CABD11A1D22A005F48E54EF7ACD10EB876AF6CFE302A12A9C3C088293EE95AD8B699AF0,446 HUMBOLDT ST,84.62,fuzzy,fuzzy match
none-183-south-2nd-street-none-williamsburg-ny-11211,,,0.0,unmatched,api returned but no match
none-415-bedford-avenue-unit-23a-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-88-withers-street-unit-7d-brooklyn-ny-11211,61F8DBD064A5EC2E6277B137742EE9FE007A2169A7376C8385CDE24A44F9BA2CEDBE57E9AD1914EB52A420C96EE0AFDE,88 WITHERS ST APT 7D,1.0,api,api match
none-171-north-1st-street-unit-3k-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
none-980-metropolitan-avenue-none-williamsburg-ny-11211,AEDD0E4E4E17733E65CFDF9A99D05E683E88B75C62ECAD64639EA6477543D182E46C45AA56ABB21CB2071460A44C8E14,980 METROPOLITAN AVE,91.43,fuzzy,fuzzy match
none-72-richardson-street-unit-19-brooklyn-ny-11211,,,0.0,unmatched,api returned but no match
